区站号,纬度,经度,观测场拔海高度,年,月,平均气温
56492.0,28.48,104.36,340.8,2017.0,2.0,11.010714285714286
56493.0,28.51,104.58,292.8,2017.0,2.0,10.960714285714287
56494.0,28.5,104.2,386.5,2017.0,2.0,10.307142857142857
56496.0,28.18,105.13,399.40000000000003,2017.0,2.0,10.47857142857143
56497.0,28.06,104.14,448.8,2017.0,2.0,11.042857142857144
56498.0,28.09,104.3,549.0,2017.0,2.0,9.80357142857143
56499.0,28.23,104.47,368.20000000000005,2017.0,2.0,10.507142857142858
56533.0,27.45,98.4,1583.3000000000002,2017.0,2.0,10.360714285714288
56543.0,27.51,99.45,3341.5,2017.0,2.0,0.4714285714285715
56548.0,27.1,99.17,2326.1,2017.0,2.0,6.425000000000001
56565.0,27.26,101.29,2516.8,2017.0,2.0,8.17142857142857
56567.0,27.15,100.51,2367.2000000000003,2017.0,2.0,7.7285714285714295
56569.0,27.25,102.11,1380.0,2017.0,2.0,12.75357142857143
56571.0,27.54,102.16,1590.9,2017.0,2.0,11.835714285714287
56575.0,27.22,102.33,1530.7,2017.0,2.0,11.567857142857143
56578.0,27.04,102.45,993.6,2017.0,2.0,13.596428571428573
56580.0,27.43,102.48,2460.0,2017.0,2.0,4.328571428571428
56582.0,27.45,103.54,1176.2,2017.0,2.0,7.514285714285714
56584.0,27.42,103.15,1093.0,2017.0,2.0,11.125
56585.0,27.12,103.32,1952.2,2017.0,2.0,5.414285714285715
56586.0,27.21,103.43,1949.5,2017.0,2.0,5.203571428571429
56592.0,28.26,104.31,359.70000000000005,2017.0,2.0,10.65
56593.0,28.35,104.55,279.1,2017.0,2.0,11.075000000000001
56594.0,27.38,104.03,1035.0,2017.0,2.0,9.235714285714286
56595.0,27.25,104.52,1645.2,2017.0,2.0,4.492857142857143
56596.0,27.51,105.03,1178.4,2017.0,2.0,6.425000000000001
56598.0,27.08,104.44,1535.1000000000001,2017.0,2.0,7.0321428571428575
56641.0,26.54,98.52,1189.7,2017.0,2.0,12.814285714285715
56643.0,25.52,98.51,949.9000000000001,2017.0,2.0,16.075
56645.0,26.25,99.25,2344.9,2017.0,2.0,5.889285714285715
56646.0,26.32,99.55,2191.4,2017.0,2.0,8.092857142857143
56649.0,26.06,99.58,2059.9,2017.0,2.0,9.989285714285714
56651.0,26.51,100.13,2380.9,2017.0,2.0,9.55
56652.0,26.41,100.45,2130.5,2017.0,2.0,9.425
56654.0,26.35,100.11,2195.4,2017.0,2.0,10.3
56664.0,26.38,101.16,1230.8000000000002,2017.0,2.0,15.035714285714286
56665.0,26.41,101.51,1140.3,2017.0,2.0,15.932142857142859
56666.0,26.35,101.43,1224.8,2017.0,2.0,16.514285714285716
56669.0,26.02,101.4,1589.4,2017.0,2.0,14.439285714285715
56670.0,26.54,102.07,1136.9,2017.0,2.0,14.600000000000001
56671.0,26.39,102.15,1787.3000000000002,2017.0,2.0,10.532142857142858
56673.0,26.55,102.55,893.9000000000001,2017.0,2.0,15.914285714285715
56674.0,26.3,101.43,1108.0,2017.0,2.0,16.66785714285714
56675.0,26.39,102.35,1694.5,2017.0,2.0,10.164285714285715
56684.0,26.24,103.15,2188.3,2017.0,2.0,6.792857142857144
56688.0,26.06,103.1,1254.1000000000001,2017.0,2.0,15.157142857142858
56691.0,26.52,104.17,2237.5,2017.0,2.0,4.514285714285715
56693.0,26.35,104.52,1815.9,2017.0,2.0,6.310714285714286
56697.0,26.13,104.05,1984.2,2017.0,2.0,8.064285714285715
56739.0,24.59,98.3,1695.9,2017.0,2.0,11.15357142857143
56742.0,25.53,99.22,1723.9,2017.0,2.0,10.521428571428572
56745.0,25.41,99.57,1626.1000000000001,2017.0,2.0,11.914285714285715
56746.0,25.28,99.31,1616.7,2017.0,2.0,10.95357142857143
56748.0,25.07,99.11,1652.2,2017.0,2.0,13.310714285714287
56751.0,25.42,100.11,1977.7,2017.0,2.0,11.775
56752.0,25.5,100.34,1438.7,2017.0,2.0,14.878571428571428
56755.0,25.23,100.24,1711.7,2017.0,2.0,13.73214285714286
56756.0,25.29,100.35,1992.9,2017.0,2.0,12.639285714285714
56757.0,25.16,100.17,1742.1000000000001,2017.0,2.0,11.9
56761.0,25.43,101.19,1878.1000000000001,2017.0,2.0,12.367857142857144
56763.0,25.44,101.52,1120.6000000000001,2017.0,2.0,17.78571428571429
56764.0,25.32,101.14,1873.5,2017.0,2.0,12.339285714285715
56766.0,25.18,101.31,1822.0,2017.0,2.0,12.060714285714287
56767.0,25.12,101.15,1905.4,2017.0,2.0,10.864285714285714
56768.0,25.02,101.33,1824.1000000000001,2017.0,2.0,12.785714285714286
56772.0,25.14,102.3,1692.7,2017.0,2.0,11.625
56774.0,25.32,102.25,1800.2,2017.0,2.0,12.100000000000001
56775.0,25.33,102.27,1750.9,2017.0,2.0,11.67142857142857
56777.0,25.07,102.06,1671.4,2017.0,2.0,11.757142857142858
56778.0,25.0,102.39,1888.1000000000001,2017.0,2.0,11.185714285714287
56781.0,25.33,103.16,185.8,2017.0,2.0,8.857142857142858
56782.0,25.25,103.33,2067.1,2017.0,2.0,8.367857142857144
56783.0,25.3,103.48,1906.2,2017.0,2.0,9.689285714285715
56785.0,25.21,103.05,1915.7,2017.0,2.0,9.242857142857144
56786.0,25.35,103.5,1898.7,2017.0,2.0,9.189285714285715
56788.0,24.59,103.37,1857.6000000000001,2017.0,2.0,9.435714285714287
56790.0,25.41,104.15,1925.8000000000002,2017.0,2.0,7.446428571428571
56792.0,25.47,104.58,1649.4,2017.0,2.0,7.642857142857143
56793.0,25.43,104.28,1800.0,2017.0,2.0,8.239285714285714
56835.0,24.1,97.47,959.1,2017.0,2.0,15.496428571428574
56836.0,24.42,97.57,826.7,2017.0,2.0,16.25357142857143
56838.0,24.0,97.51,762.9000000000001,2017.0,2.0,16.97142857142857
56839.0,23.46,98.49,995.3000000000001,2017.0,2.0,16.560714285714287
56840.0,24.49,98.18,1012.9000000000001,2017.0,2.0,14.496428571428574
56841.0,24.36,98.41,1528.0,2017.0,2.0,10.75357142857143
56842.0,24.44,99.11,1471.2,2017.0,2.0,14.542857142857143
56843.0,24.5,99.37,1650.6000000000001,2017.0,2.0,10.885714285714286
56844.0,24.26,98.35,913.8000000000001,2017.0,2.0,16.13214285714286
56846.0,24.35,99.56,1569.0,2017.0,2.0,13.728571428571428
56849.0,24.02,99.14,1606.2,2017.0,2.0,15.617857142857142
56851.0,25.02,100.31,1377.2,2017.0,2.0,14.653571428571428
56854.0,24.27,100.08,1108.6000000000001,2017.0,2.0,16.52857142857143
56856.0,24.28,100.52,1162.3,2017.0,2.0,15.446428571428573
56862.0,24.41,101.36,1968.1000000000001,2017.0,2.0,11.589285714285715
56863.0,24.55,102.3,1893.4,2017.0,2.0,11.439285714285715
56867.0,23.59,101.07,1105.4,2017.0,2.0,15.4
56869.0,24.04,101.58,1497.5,2017.0,2.0,13.192857142857143
56870.0,24.39,102.11,1600.9,2017.0,2.0,12.482142857142858
56871.0,24.51,102.34,1979.2,2017.0,2.0,11.182142857142857
56872.0,24.57,102.37,2358.3,2017.0,2.0,8.492857142857144
56873.0,24.41,102.55,1796.3000000000002,2017.0,2.0,11.635714285714286
56875.0,24.2,102.33,1716.9,2017.0,2.0,12.35357142857143
56876.0,24.17,102.46,1731.1000000000001,2017.0,2.0,12.164285714285715
56878.0,24.08,102.45,1801.8000000000002,2017.0,2.0,11.40357142857143
56879.0,24.11,102.55,1702.6000000000001,2017.0,2.0,11.332142857142857
56880.0,24.55,103.1,1532.5,2017.0,2.0,11.789285714285715
56881.0,24.45,103.16,1695.8000000000002,2017.0,2.0,11.200000000000001
56882.0,24.55,102.5,1976.6000000000001,2017.0,2.0,10.857142857142858
56883.0,24.49,103.59,1900.9,2017.0,2.0,7.9
56885.0,24.24,103.27,1415.5,2017.0,2.0,12.371428571428572
56886.0,24.32,103.46,1704.3000000000002,2017.0,2.0,9.8
56889.0,24.03,104.1,1518.7,2017.0,2.0,10.925
56891.0,24.59,104.19,1482.7,2017.0,2.0,9.8
56898.0,24.11,102.24,1600.0,2017.0,2.0,11.925
56944.0,23.09,99.16,1278.3000000000002,2017.0,2.0,14.175
56946.0,23.33,99.24,1104.9,2017.0,2.0,15.935714285714287
56948.0,22.38,99.36,1155.0,2017.0,2.0,15.98214285714286
56949.0,22.19,99.36,1079.9,2017.0,2.0,16.825
56950.0,23.28,99.48,1044.1000000000001,2017.0,2.0,16.15357142857143
56951.0,23.53,100.05,1502.4,2017.0,2.0,14.5
56952.0,23.3,100.42,979.2,2017.0,2.0,16.492857142857144
56954.0,22.34,99.56,1054.8,2017.0,2.0,16.45
56958.0,21.58,100.28,1222.8,2017.0,2.0,15.10714285714286
56959.0,22.0,100.47,582.0,2017.0,2.0,20.017857142857142
56961.0,23.02,101.03,1336.9,2017.0,2.0,14.082142857142859
56962.0,23.25,101.4,1314.6000000000001,2017.0,2.0,14.492857142857142
56964.0,22.47,100.58,1302.1000000000001,2017.0,2.0,15.88214285714286
56966.0,23.36,101.59,400.90000000000003,2017.0,2.0,19.560714285714287
56969.0,21.28,101.34,633.4000000000001,2017.0,2.0,18.021428571428572
56970.0,23.42,102.29,1419.3000000000002,2017.0,2.0,14.021428571428572
56973.0,23.37,102.5,1309.3000000000002,2017.0,2.0,14.475000000000001
56975.0,23.22,102.26,974.5,2017.0,2.0,16.067857142857143
56976.0,23.13,102.51,312.3,2017.0,2.0,19.489285714285714
56977.0,22.35,101.51,1120.5,2017.0,2.0,14.775
56978.0,23.0,102.25,1642.8000000000002,2017.0,2.0,13.782142857142858
56982.0,23.42,103.17,1117.0,2017.0,2.0,15.082142857142859
56984.0,23.23,103.09,1720.5,2017.0,2.0,11.825000000000001
56985.0,23.26,103.19,1313.6000000000001,2017.0,2.0,13.907142857142858
56986.0,22.59,103.41,1414.1000000000001,2017.0,2.0,11.057142857142857
56987.0,22.47,103.14,1260.0,2017.0,2.0,13.610714285714288
56989.0,22.3,103.57,137.8,2017.0,2.0,18.864285714285714
56991.0,23.37,104.2,1561.1000000000001,2017.0,2.0,10.364285714285714
56992.0,23.27,104.42,1507.5,2017.0,2.0,10.271428571428572
56994.0,23.2,104.17,1293.5,2017.0,2.0,12.460714285714287
56995.0,23.02,104.25,1332.9,2017.0,2.0,12.10357142857143
56996.0,23.08,104.42,1093.4,2017.0,2.0,12.507142857142858
57001.0,34.45,105.2,1271.9,2017.0,2.0,3.3535714285714286
57002.0,34.51,105.39,1216.1000000000001,2017.0,2.0,3.121428571428572
57003.0,34.54,106.5,924.2,2017.0,2.0,2.810714285714286
57004.0,34.44,104.53,1495.4,2017.0,2.0,1.7071428571428573
57006.0,34.34,105.45,1149.8,2017.0,2.0,3.5250000000000004
57007.0,34.11,105.11,1404.6000000000001,2017.0,2.0,2.660714285714286
57008.0,34.02,105.18,1579.0,2017.0,2.0,1.4821428571428572
57011.0,34.45,106.09,1378.2,2017.0,2.0,1.4142857142857144
57012.0,34.59,106.12,1664.5,2017.0,2.0,0.35000000000000003
57014.0,34.34,105.52,1085.2,2017.0,2.0,3.6178571428571433
57016.0,34.21,107.08,612.4,2017.0,2.0,5.414285714285715
57020.0,34.22,107.24,563.0,2017.0,2.0,4.825
57021.0,34.39,107.08,751.6,2017.0,2.0,2.960714285714286
57022.0,34.41,107.47,1026.3,2017.0,2.0,0.8607142857142858
57023.0,35.01,108.07,919.9000000000001,2017.0,2.0,2.5142857142857142
57024.0,34.27,107.39,669.6,2017.0,2.0,3.371428571428572
57025.0,34.31,107.23,781.1,2017.0,2.0,3.7285714285714286
57026.0,34.22,107.53,585.9,2017.0,2.0,3.9107142857142856
57027.0,34.18,107.44,490.8,2017.0,2.0,4.810714285714286
57028.0,34.02,107.19,1543.6000000000001,2017.0,2.0,0.6321428571428571
57029.0,34.3,108.29,543.2,2017.0,2.0,4.128571428571429
57030.0,34.42,108.09,994.6,2017.0,2.0,2.7285714285714286
57031.0,34.49,108.33,1012.7,2017.0,2.0,1.5892857142857144
57032.0,34.08,108.12,436.0,2017.0,2.0,4.503571428571429
57033.0,34.33,108.49,428.1,2017.0,2.0,4.160714285714286
57034.0,34.19,108.14,471.0,2017.0,2.0,3.5785714285714287
57035.0,34.33,108.14,636.8000000000001,2017.0,2.0,3.8285714285714287
57037.0,34.56,108.59,710.0,2017.0,2.0,3.553571428571429
57038.0,34.17,108.27,410.90000000000003,2017.0,2.0,4.803571428571429
57039.0,34.05,108.53,445.0,2017.0,2.0,4.035714285714286
57040.0,34.33,109.04,385.0,2017.0,2.0,4.078571428571428
57041.0,34.38,108.55,424.0,2017.0,2.0,4.842857142857143
57042.0,34.47,109.11,470.90000000000003,2017.0,2.0,3.160714285714286
57043.0,34.48,109.58,351.40000000000003,2017.0,2.0,4.103571428571429
57044.0,34.24,109.14,424.5,2017.0,2.0,4.828571428571429
57045.0,34.24,109.29,640.8000000000001,2017.0,2.0,4.042857142857144
57046.0,34.29,110.05,2064.9,2017.0,2.0,-1.8464285714285715
57047.0,34.1,109.19,540.2,2017.0,2.0,3.5107142857142857
57048.0,34.24,108.43,472.8,2017.0,2.0,4.1535714285714285
57049.0,34.31,109.44,341.5,2017.0,2.0,3.6035714285714286
57051.0,34.48,111.12,409.90000000000003,2017.0,2.0,4.621428571428572
57052.0,34.53,110.27,354.1,2017.0,2.0,4.425
57053.0,34.42,110.43,505.70000000000005,2017.0,2.0,3.2071428571428573
57054.0,34.33,110.14,556.3000000000001,2017.0,2.0,4.392857142857143
57055.0,34.36,110.08,342.1,2017.0,2.0,4.253571428571429
57056.0,34.32,110.51,484.5,2017.0,2.0,4.775
57057.0,34.06,110.09,963.4000000000001,2017.0,2.0,2.45
57060.0,35.1,111.14,402.90000000000003,2017.0,2.0,2.8142857142857145
57061.0,34.5,111.12,410.70000000000005,2017.0,2.0,4.378571428571429
57063.0,34.46,111.46,523.6,2017.0,2.0,3.303571428571429
57065.0,34.33,112.08,317.5,2017.0,2.0,5.1535714285714285
57066.0,34.24,111.4,408.20000000000005,2017.0,2.0,5.432142857142857
57067.0,34.05,111.04,658.5,2017.0,2.0,3.646428571428572
57070.0,34.44,112.07,364.0,2017.0,2.0,5.235714285714286
57071.0,34.48,112.28,329.1,2017.0,2.0,5.325
57072.0,34.55,112.45,127.5,2017.0,2.0,4.492857142857143
57074.0,34.25,112.24,252.20000000000002,2017.0,2.0,4.45
57075.0,34.1,112.52,203.10000000000002,2017.0,2.0,5.617857142857144
57076.0,34.44,112.47,189.5,2017.0,2.0,5.871428571428572
57077.0,33.47,111.39,742.4000000000001,2017.0,2.0,3.782142857142857
57078.0,34.09,112.28,336.5,2017.0,2.0,5.428571428571429
57079.0,34.57,113.02,106.4,2017.0,2.0,5.114285714285715
57080.0,34.44,112.58,165.20000000000002,2017.0,2.0,5.485714285714286
57081.0,34.48,113.26,140.9,2017.0,2.0,6.107142857142858
57082.0,34.28,113.01,427.1,2017.0,2.0,5.092857142857143
57083.0,34.43,113.39,110.4,2017.0,2.0,5.821428571428572
57084.0,34.3,113.03,1178.4,2017.0,2.0,1.2964285714285715
57085.0,34.32,113.2,259.90000000000003,2017.0,2.0,5.214285714285715
57086.0,34.23,113.43,116.60000000000001,2017.0,2.0,5.046428571428572
57087.0,34.16,113.44,104.10000000000001,2017.0,2.0,4.5
57088.0,34.11,113.3,146.0,2017.0,2.0,5.110714285714286
57089.0,34.04,113.56,67.2,2017.0,2.0,3.782142857142857
57090.0,34.43,113.58,78.10000000000001,2017.0,2.0,5.492857142857144
57091.0,34.47,114.18,73.7,2017.0,2.0,5.682142857142857
57093.0,34.51,114.49,73.3,2017.0,2.0,4.946428571428572
57094.0,34.24,114.13,67.4,2017.0,2.0,4.867857142857144
57095.0,34.07,114.09,61.1,2017.0,2.0,4.367857142857143
57096.0,34.32,114.47,59.7,2017.0,2.0,4.9
57098.0,34.05,114.24,58.300000000000004,2017.0,2.0,4.464285714285714
57099.0,34.04,114.51,52.6,2017.0,2.0,5.203571428571429
57102.0,33.45,105.43,970.0,2017.0,2.0,4.046428571428572
57105.0,33.2,105.36,1221.2,2017.0,2.0,2.867857142857143
57106.0,33.19,106.09,794.2,2017.0,2.0,5.607142857142858
57110.0,33.47,106.05,930.8000000000001,2017.0,2.0,3.8000000000000003
57111.0,33.55,106.18,961.4000000000001,2017.0,2.0,3.396428571428572
57113.0,33.56,106.33,984.0,2017.0,2.0,3.6285714285714286
57119.0,33.1,106.42,548.1,2017.0,2.0,6.232142857142858
57123.0,34.17,108.04,506.0,2017.0,2.0,3.9678571428571434
57124.0,33.38,106.56,1032.1000000000001,2017.0,2.0,3.5035714285714286
57126.0,33.13,107.33,468.6,2017.0,2.0,5.271428571428572
57127.0,33.04,107.02,509.5,2017.0,2.0,6.232142857142858
57128.0,33.1,107.2,486.40000000000003,2017.0,2.0,5.5
57129.0,32.59,107.43,446.0,2017.0,2.0,5.489285714285715
57131.0,34.26,108.58,410.0,2017.0,2.0,5.589285714285715
57132.0,34.08,108.35,411.0,2017.0,2.0,4.432142857142857
57134.0,33.31,107.59,827.2,2017.0,2.0,4.478571428571429
57137.0,33.19,108.19,802.4000000000001,2017.0,2.0,3.689285714285715
57140.0,33.4,109.07,818.2,2017.0,2.0,3.6500000000000004
57143.0,33.52,109.58,742.2,2017.0,2.0,4.228571428571429
57144.0,33.26,109.09,693.7,2017.0,2.0,5.235714285714286
57153.0,33.42,110.2,639.0,2017.0,2.0,5.021428571428572
57154.0,33.32,110.54,523.0,2017.0,2.0,5.310714285714286
57155.0,33.32,109.55,813.2,2017.0,2.0,4.257142857142857
57156.0,33.18,111.3,250.3,2017.0,2.0,6.467857142857143
57162.0,34.08,112.04,440.70000000000005,2017.0,2.0,5.192857142857143
57169.0,33.09,111.53,221.20000000000002,2017.0,2.0,5.482142857142858
57171.0,33.46,113.07,142.0,2017.0,2.0,5.9
57173.0,33.45,112.53,145.70000000000002,2017.0,2.0,5.075
57175.0,33.05,112.15,239.70000000000002,2017.0,2.0,5.917857142857144
57176.0,33.29,112.25,231.10000000000002,2017.0,2.0,5.325
57177.0,33.2,113.32,89.80000000000001,2017.0,2.0,5.7214285714285715
57178.0,33.06,112.29,180.60000000000002,2017.0,2.0,5.4714285714285715
57179.0,33.17,113.0,160.4,2017.0,2.0,4.439285714285715
57180.0,33.59,113.12,117.5,2017.0,2.0,5.139285714285715
57181.0,33.53,113.03,136.4,2017.0,2.0,4.982142857142858
57182.0,33.51,113.31,80.4,2017.0,2.0,5.0285714285714285
57183.0,33.48,113.55,60.0,2017.0,2.0,4.214285714285714
57184.0,33.38,113.18,97.5,2017.0,2.0,4.425
57185.0,33.27,113.35,91.10000000000001,2017.0,2.0,4.485714285714286
57186.0,33.36,114.03,58.7,2017.0,2.0,4.964285714285715
57187.0,33.02,112.58,116.80000000000001,2017.0,2.0,4.264285714285715
57188.0,33.22,114.02,55.900000000000006,2017.0,2.0,4.996428571428572
57189.0,33.08,113.57,64.60000000000001,2017.0,2.0,4.932142857142857
57190.0,33.45,114.24,50.5,2017.0,2.0,4.364285714285715
57191.0,34.31,114.28,64.2,2017.0,2.0,4.935714285714286
57192.0,33.44,114.51,45.5,2017.0,2.0,6.003571428571429
57193.0,33.47,114.31,52.6,2017.0,2.0,5.439285714285715
57194.0,33.16,114.18,53.400000000000006,2017.0,2.0,4.821428571428572
57195.0,33.37,114.37,46.6,2017.0,2.0,6.117857142857144
57196.0,33.24,114.52,43.6,2017.0,2.0,4.732142857142857
57197.0,32.58,114.21,50.1,2017.0,2.0,4.917857142857144
57198.0,33.3,114.34,44.6,2017.0,2.0,4.8464285714285715
57204.0,32.34,105.13,782.0,2017.0,2.0,5.742857142857144
57206.0,32.25,105.54,545.4,2017.0,2.0,7.357142857142858
57208.0,32.17,105.31,544.5,2017.0,2.0,7.5357142857142865
57211.0,32.5,106.15,836.1,2017.0,2.0,4.307142857142857
57213.0,33.0,106.56,536.5,2017.0,2.0,5.8464285714285715
57216.0,32.21,106.5,579.3000000000001,2017.0,2.0,7.514285714285714
57217.0,32.14,106.17,485.70000000000005,2017.0,2.0,8.02857142857143
57231.0,32.32,108.32,503.8,2017.0,2.0,6.4785714285714295
57232.0,33.03,108.16,484.90000000000003,2017.0,2.0,5.564285714285715
57233.0,32.54,108.3,413.1,2017.0,2.0,6.107142857142858
57237.0,32.04,108.02,674.0,2017.0,2.0,6.62857142857143
57238.0,32.31,107.54,892.2,2017.0,2.0,4.3464285714285715
57242.0,32.51,109.22,285.5,2017.0,2.0,8.035714285714286
57245.0,32.43,109.02,290.8,2017.0,2.0,6.992857142857144
57247.0,32.19,108.54,438.5,2017.0,2.0,6.80357142857143
57248.0,32.24,109.2,570.3000000000001,2017.0,2.0,5.217857142857143
57249.0,32.19,109.41,448.20000000000005,2017.0,2.0,5.2
57251.0,33.0,110.24,317.3,2017.0,2.0,6.067857142857143
57253.0,32.5,110.52,244.8,2017.0,2.0,6.703571428571429
57254.0,32.49,110.07,322.5,2017.0,2.0,6.589285714285714
57256.0,32.39,110.47,286.5,2017.0,2.0,7.125
57257.0,32.14,110.14,307.0,2017.0,2.0,6.935714285714287
57259.0,32.02,110.46,426.90000000000003,2017.0,2.0,5.8500000000000005
57260.0,32.34,111.31,133.4,2017.0,2.0,7.05357142857143
57261.0,33.07,111.31,233.0,2017.0,2.0,6.403571428571429
57265.0,32.26,111.44,132.1,2017.0,2.0,5.735714285714286
57268.0,32.16,111.37,120.0,2017.0,2.0,6.682142857142857
57271.0,32.31,112.23,87.7,2017.0,2.0,5.453571428571429
57273.0,32.44,112.48,96.7,2017.0,2.0,5.289285714285715
57274.0,32.42,111.59,120.0,2017.0,2.0,5.017857142857143
57278.0,32.0,112.05,163.4,2017.0,2.0,6.714285714285714
57279.0,32.09,112.45,125.5,2017.0,2.0,6.903571428571429
57281.0,32.42,113.18,142.20000000000002,2017.0,2.0,5.264285714285715
57285.0,32.23,113.25,153.0,2017.0,2.0,6.242857142857144
57290.0,32.56,113.55,106.2,2017.0,2.0,5.253571428571429
57292.0,32.54,114.37,44.900000000000006,2017.0,2.0,5.389285714285715
57293.0,32.44,114.59,38.0,2017.0,2.0,5.946428571428572
57294.0,32.5,114.01,83.60000000000001,2017.0,2.0,5.992857142857144
57295.0,32.37,114.21,78.5,2017.0,2.0,6.246428571428572
57296.0,32.21,114.44,48.900000000000006,2017.0,2.0,6.671428571428571
57297.0,32.08,114.03,114.5,2017.0,2.0,6.92857142857143
57298.0,32.13,114.33,55.400000000000006,2017.0,2.0,6.810714285714287
57299.0,32.01,114.54,49.400000000000006,2017.0,2.0,6.439285714285714
57303.0,31.44,105.55,459.90000000000003,2017.0,2.0,8.539285714285715
57304.0,31.4,105.1,516.5,2017.0,2.0,8.242857142857144
57306.0,31.35,105.59,382.6,2017.0,2.0,9.225
57307.0,31.06,105.05,459.90000000000003,2017.0,2.0,8.50357142857143
57308.0,31.13,105.23,421.3,2017.0,2.0,8.492857142857144
57309.0,30.59,105.53,378.40000000000003,2017.0,2.0,8.617857142857144
57313.0,31.52,106.46,417.70000000000005,2017.0,2.0,8.667857142857143
57314.0,31.21,106.04,405.70000000000005,2017.0,2.0,8.85
57315.0,31.31,106.24,655.7,2017.0,2.0,7.767857142857143
57317.0,31.02,106.25,324.90000000000003,2017.0,2.0,9.589285714285714
57318.0,31.05,106.34,338.5,2017.0,2.0,9.260714285714286
57320.0,31.56,107.13,482.40000000000003,2017.0,2.0,7.539285714285715
57324.0,31.35,107.05,364.20000000000005,2017.0,2.0,8.121428571428572
57326.0,31.22,107.43,389.40000000000003,2017.0,2.0,8.22857142857143
57328.0,31.12,107.3,344.90000000000003,2017.0,2.0,9.05
57329.0,31.06,107.51,467.5,2017.0,2.0,8.314285714285715
57333.0,31.57,108.4,798.2,2017.0,2.0,4.978571428571429
57338.0,31.11,108.25,216.5,2017.0,2.0,9.614285714285714
57339.0,30.57,108.41,297.2,2017.0,2.0,9.621428571428572
57343.0,31.54,109.32,995.8000000000001,2017.0,2.0,4.164285714285715
57345.0,31.24,109.37,337.8,2017.0,2.0,9.117857142857144
57348.0,31.01,109.32,299.8,2017.0,2.0,10.100000000000001
57349.0,31.05,109.52,606.8000000000001,2017.0,2.0,7.742857142857144
57351.0,30.5,111.0,231.0,2017.0,2.0,8.553571428571429
57352.0,30.48,111.0,185.3,2017.0,2.0,8.54642857142857
57353.0,30.5,111.0,191.8,2017.0,2.0,9.432142857142857
57355.0,31.02,110.22,334.0,2017.0,2.0,9.064285714285715
57358.0,30.5,110.58,295.5,2017.0,2.0,8.260714285714286
57359.0,31.21,110.44,336.8,2017.0,2.0,8.47857142857143
57361.0,31.53,111.16,327.70000000000005,2017.0,2.0,6.717857142857143
57362.0,31.45,110.4,935.2,2017.0,2.0,4.210714285714285
57363.0,31.48,111.5,151.0,2017.0,2.0,6.007142857142857
57368.0,31.03,111.38,141.5,2017.0,2.0,7.046428571428571
57370.0,31.44,112.13,67.8,2017.0,2.0,6.496428571428571
57377.0,31.0,112.13,191.9,2017.0,2.0,7.317857142857143
57378.0,31.12,112.38,108.0,2017.0,2.0,6.92857142857143
57381.0,31.37,113.2,116.30000000000001,2017.0,2.0,6.214285714285715
57385.0,31.37,113.49,93.30000000000001,2017.0,2.0,7.267857142857143
57386.0,31.15,114.0,51.6,2017.0,2.0,7.414285714285715
57387.0,31.0,113.08,84.60000000000001,2017.0,2.0,7.3500000000000005
57388.0,31.16,113.43,53.7,2017.0,2.0,7.507142857142857
57389.0,31.02,113.45,32.2,2017.0,2.0,7.671428571428571
57390.0,31.48,114.04,733.5,2017.0,2.0,3.507142857142857
57395.0,31.35,114.1,120.0,2017.0,2.0,6.457142857142857
57396.0,31.38,114.51,128.70000000000002,2017.0,2.0,6.300000000000001
57398.0,31.17,114.37,74.3,2017.0,2.0,7.146428571428571
57399.0,31.08,114.57,74.3,2017.0,2.0,7.5321428571428575
57401.0,30.52,105.22,383.3,2017.0,2.0,8.803571428571429
57402.0,30.46,105.42,394.5,2017.0,2.0,8.92142857142857
57405.0,30.3,105.33,355.0,2017.0,2.0,9.439285714285715
57407.0,30.17,105.02,462.6,2017.0,2.0,9.321428571428571
57408.0,30.06,105.19,383.6,2017.0,2.0,9.060714285714287
57409.0,30.11,105.48,297.7,2017.0,2.0,9.682142857142857
57411.0,30.45,106.08,347.0,2017.0,2.0,8.97857142857143
57413.0,30.51,106.58,295.1,2017.0,2.0,9.246428571428572
57414.0,30.31,106.27,403.70000000000005,2017.0,2.0,8.85357142857143
57415.0,30.32,106.38,394.5,2017.0,2.0,8.814285714285715
57416.0,30.2,106.56,391.5,2017.0,2.0,8.457142857142857
57417.0,30.21,106.17,315.90000000000003,2017.0,2.0,9.62857142857143
57420.0,30.45,107.11,418.0,2017.0,2.0,8.157142857142857
57425.0,30.11,107.14,416.1,2017.0,2.0,7.982142857142858
57426.0,30.41,107.48,454.5,2017.0,2.0,7.885714285714286
57431.0,30.5,108.21,257.0,2017.0,2.0,9.02142857142857
57432.0,30.46,108.24,186.70000000000002,2017.0,2.0,9.75357142857143
57437.0,30.18,108.02,325.6,2017.0,2.0,8.92142857142857
57438.0,29.59,108.07,632.3000000000001,2017.0,2.0,7.935714285714287
57439.0,30.17,108.56,1074.1000000000001,2017.0,2.0,4.982142857142858
57445.0,30.36,109.43,609.2,2017.0,2.0,7.089285714285714
57447.0,30.17,109.28,457.1,2017.0,2.0,8.450000000000001
57453.0,30.46,111.19,115.2,2017.0,2.0,8.260714285714286
57458.0,30.12,110.4,619.9000000000001,2017.0,2.0,6.482142857142858
57460.0,30.49,111.47,91.80000000000001,2017.0,2.0,7.37857142857143
57461.0,30.44,111.22,256.5,2017.0,2.0,7.328571428571429
57462.0,30.52,111.05,139.9,2017.0,2.0,8.72857142857143
