区站号,纬度,经度,观测场拔海高度,年,月,日最高气温,日最低气温,温差
56147.0,31.13,98.5,13260.0,2017.0,5.0,223.0,13.0,229.0
56151.0,32.56,100.45,13530.0,2017.0,5.0,189.0,-38.0,227.0
56152.0,32.17,100.2,3893.9,2017.0,5.0,149.0,-57.0,206.0
56158.0,31.24,100.4,13250.0,2017.0,5.0,215.0,9.0,210.0
56164.0,32.16,100.58,3292.9,2017.0,5.0,213.0,-26.0,239.0
56167.0,30.59,101.07,2957.2000000000003,2017.0,5.0,229.0,10.0,219.0
56168.0,31.29,102.04,2168.9,2017.0,5.0,286.0,83.0,227.0
56171.0,32.54,101.42,3275.1000000000004,2017.0,5.0,207.0,-6.0,216.0
56172.0,31.54,102.14,2664.4,2017.0,5.0,246.0,38.0,255.0
56173.0,32.48,102.33,3491.6000000000004,2017.0,5.0,171.0,-34.0,225.0
56178.0,31.0,102.21,2438.0,2017.0,5.0,249.0,65.0,207.0
56180.0,31.41,103.51,1590.1000000000001,2017.0,5.0,228.0,87.0,164.0
56181.0,30.41,103.42,541.7,2017.0,5.0,293.0,114.0,203.0
56182.0,32.4,103.36,2881.3,2017.0,5.0,212.0,18.0,220.0
56183.0,31.3,103.37,1370.1000000000001,2017.0,5.0,271.0,121.0,172.0
56184.0,31.26,103.1,1896.7,2017.0,5.0,285.0,112.0,216.0
56185.0,32.05,102.59,2400.1,2017.0,5.0,251.0,70.0,226.0
56186.0,31.2,104.12,589.0,2017.0,5.0,279.0,128.0,166.0
56187.0,30.45,103.52,547.7,2017.0,5.0,293.0,121.0,192.0
56188.0,31.0,103.4,698.5,2017.0,5.0,283.0,142.0,153.0
56189.0,30.59,103.56,581.7,2017.0,5.0,293.0,126.0,178.0
56190.0,31.33,104.33,519.4,2017.0,5.0,295.0,131.0,175.0
56192.0,32.57,104.4,1014.3000000000001,2017.0,5.0,290.0,128.0,176.0
56193.0,32.25,104.31,893.2,2017.0,5.0,299.0,114.0,195.0
56194.0,31.38,104.27,597.2,2017.0,5.0,286.0,155.0,161.0
56195.0,31.48,104.44,543.1,2017.0,5.0,289.0,134.0,169.0
56196.0,31.27,104.44,522.7,2017.0,5.0,295.0,157.0,151.0
56197.0,31.09,104.1,535.7,2017.0,5.0,294.0,128.0,181.0
56198.0,31.19,104.3,525.7,2017.0,5.0,301.0,136.0,206.0
56199.0,31.02,104.41,423.5,2017.0,5.0,311.0,144.0,200.0
56202.0,30.4,93.17,4488.8,2017.0,5.0,94.0,-8.0,190.0
56223.0,30.45,95.5,3640.0,2017.0,5.0,151.0,23.0,194.0
56227.0,29.52,95.46,2736.0,2017.0,5.0,161.0,64.0,205.0
56228.0,30.03,96.55,3260.0,2017.0,5.0,195.0,77.0,175.0
56247.0,30.0,99.06,2589.2000000000003,2017.0,5.0,271.0,59.0,212.0
56251.0,30.56,100.19,3000.0,2017.0,5.0,230.0,2.0,232.0
56257.0,30.0,100.16,3948.9,2017.0,5.0,162.0,-8.0,182.0
56263.0,30.53,101.53,1949.7,2017.0,5.0,293.0,98.0,210.0
56267.0,30.02,101.01,12600.900000000001,2017.0,5.0,261.0,46.0,225.0
56272.0,30.49,103.53,558.5,2017.0,5.0,296.0,134.0,186.0
56273.0,30.23,102.49,1022.0,2017.0,5.0,275.0,128.0,188.0
56276.0,30.27,103.49,467.0,2017.0,5.0,300.0,146.0,175.0
56278.0,30.04,102.46,755.8000000000001,2017.0,5.0,292.0,134.0,192.0
56279.0,30.1,102.57,744.1,2017.0,5.0,299.0,132.0,192.0
56280.0,30.05,103.07,691.3000000000001,2017.0,5.0,291.0,151.0,176.0
56281.0,30.11,103.3,510.8,2017.0,5.0,295.0,128.0,192.0
56284.0,30.27,103.26,518.5,2017.0,5.0,293.0,123.0,194.0
56285.0,30.34,103.28,544.7,2017.0,5.0,289.0,124.0,188.0
56286.0,30.37,104.16,505.3,2017.0,5.0,296.0,146.0,187.0
56287.0,29.59,103.0,627.6,2017.0,5.0,303.0,179.0,148.0
56288.0,30.35,103.55,494.6,2017.0,5.0,298.0,140.0,191.0
56289.0,30.12,103.52,437.0,2017.0,5.0,308.0,176.0,160.0
56290.0,30.47,104.11,514.5,2017.0,5.0,298.0,153.0,166.0
56291.0,30.56,104.17,469.0,2017.0,5.0,301.0,134.0,190.0
56295.0,30.23,104.33,448.5,2017.0,5.0,306.0,172.0,163.0
56296.0,30.49,104.26,493.5,2017.0,5.0,300.0,162.0,162.0
56297.0,30.01,104.09,436.5,2017.0,5.0,314.0,195.0,163.0
56298.0,30.08,104.36,417.0,2017.0,5.0,307.0,171.0,177.0
56307.0,29.09,92.35,3260.0,2017.0,5.0,170.0,57.0,238.0
56312.0,29.4,94.2,2991.8,2017.0,5.0,172.0,70.0,216.0
56317.0,29.13,94.13,2950.0,2017.0,5.0,151.0,52.0,190.0
56331.0,29.4,97.5,3780.0,2017.0,5.0,161.0,-6.0,200.0
56342.0,29.41,98.36,3870.0,2017.0,5.0,157.0,-16.0,216.0
56357.0,29.03,100.18,3727.7000000000003,2017.0,5.0,164.0,-22.0,209.0
56371.0,29.53,102.13,1403.2,2017.0,5.0,302.0,144.0,189.0
56373.0,29.47,102.51,797.5,2017.0,5.0,294.0,131.0,191.0
56374.0,30.03,101.58,2615.7000000000003,2017.0,5.0,213.0,52.0,209.0
56376.0,29.2,102.38,1098.0,2017.0,5.0,303.0,159.0,173.0
56378.0,29.14,102.21,890.7,2017.0,5.0,325.0,168.0,206.0
56380.0,29.53,103.21,571.2,2017.0,5.0,284.0,163.0,144.0
56381.0,30.04,103.3,630.2,2017.0,5.0,287.0,168.0,123.0
56382.0,29.45,103.33,475.0,2017.0,5.0,301.0,156.0,165.0
56383.0,29.5,103.52,455.20000000000005,2017.0,5.0,307.0,177.0,170.0
56384.0,29.36,103.29,446.70000000000005,2017.0,5.0,300.0,167.0,157.0
56385.0,29.31,103.2,3069.9,2017.0,5.0,119.0,45.0,111.0
56386.0,29.34,103.45,424.20000000000005,2017.0,5.0,307.0,181.0,157.0
56387.0,29.14,103.16,642.2,2017.0,5.0,305.0,156.0,173.0
56389.0,29.12,103.57,387.6,2017.0,5.0,310.0,172.0,183.0
56390.0,29.4,104.04,404.40000000000003,2017.0,5.0,311.0,174.0,187.0
56391.0,30.05,103.49,415.40000000000003,2017.0,5.0,311.0,158.0,184.0
56393.0,29.46,104.51,369.40000000000003,2017.0,5.0,303.0,188.0,155.0
56394.0,29.27,104.26,384.1,2017.0,5.0,305.0,170.0,169.0
56395.0,29.31,104.4,351.1,2017.0,5.0,308.0,184.0,160.0
56396.0,29.21,104.46,352.6,2017.0,5.0,305.0,190.0,154.0
56399.0,29.11,104.59,306.2,2017.0,5.0,301.0,191.0,156.0
56434.0,28.39,97.28,2327.6,2017.0,5.0,148.0,88.0,187.0
56441.0,28.43,99.17,12422.900000000001,2017.0,5.0,257.0,112.0,204.0
56443.0,28.56,99.48,2842.0,2017.0,5.0,229.0,39.0,220.0
56444.0,28.29,98.55,3319.0,2017.0,5.0,135.0,23.0,178.0
56449.0,28.01,99.44,3554.2000000000003,2017.0,5.0,147.0,-9.0,247.0
56459.0,27.56,101.16,2426.5,2017.0,5.0,261.0,101.0,195.0
56462.0,29.0,101.3,2925.0,2017.0,5.0,227.0,30.0,213.0
56473.0,28.57,102.46,1060.3,2017.0,5.0,327.0,170.0,232.0
56474.0,28.33,102.1,1774.0,2017.0,5.0,277.0,106.0,194.0
56475.0,28.39,102.31,1659.5,2017.0,5.0,292.0,128.0,256.0
56478.0,28.18,102.26,1818.1000000000001,2017.0,5.0,294.0,112.0,201.0
56479.0,28.0,102.51,2132.4,2017.0,5.0,264.0,118.0,214.0
56480.0,28.49,103.32,564.1,2017.0,5.0,307.0,158.0,200.0
56483.0,28.35,103.57,496.6,2017.0,5.0,292.0,173.0,175.0
56485.0,28.16,103.35,1255.8000000000002,2017.0,5.0,255.0,142.0,165.0
56487.0,28.2,103.08,1943.9,2017.0,5.0,281.0,106.0,214.0
56489.0,28.14,103.37,975.6,2017.0,5.0,275.0,157.0,157.0
56490.0,28.57,103.53,424.0,2017.0,5.0,314.0,164.0,196.0
56491.0,28.42,104.34,287.0,2017.0,5.0,321.0,196.0,180.0
56492.0,28.48,104.36,340.8,2017.0,5.0,307.0,194.0,178.0
56493.0,28.51,104.58,292.8,2017.0,5.0,306.0,184.0,190.0
56494.0,28.5,104.2,386.5,2017.0,5.0,300.0,179.0,190.0
56496.0,28.18,105.14,399.40000000000003,2017.0,5.0,320.0,181.0,196.0
56497.0,28.06,104.14,448.8,2017.0,5.0,319.0,183.0,220.0
56498.0,28.09,104.3,549.0,2017.0,5.0,308.0,171.0,209.0
56499.0,28.23,104.47,368.20000000000005,2017.0,5.0,309.0,183.0,192.0
56533.0,27.45,98.4,1583.3000000000002,2017.0,5.0,200.0,124.0,201.0
56543.0,27.51,99.45,3341.5,2017.0,5.0,147.0,-2.0,236.0
56548.0,27.1,99.17,2326.1,2017.0,5.0,212.0,75.0,220.0
56565.0,27.26,101.29,2516.8,2017.0,5.0,245.0,79.0,188.0
56567.0,27.15,100.51,2240.5,2017.0,5.0,256.0,65.0,229.0
56569.0,27.25,102.11,1380.0,2017.0,5.0,323.0,138.0,206.0
56571.0,27.54,102.16,1590.9,2017.0,5.0,305.0,140.0,185.0
56575.0,27.22,102.33,1530.7,2017.0,5.0,289.0,167.0,175.0
56578.0,27.04,102.45,993.6,2017.0,5.0,326.0,183.0,198.0
56580.0,27.43,102.48,2460.0,2017.0,5.0,239.0,101.0,202.0
56582.0,27.45,103.54,1176.2,2017.0,5.0,283.0,155.0,201.0
56584.0,27.42,103.15,1093.0,2017.0,5.0,321.0,169.0,186.0
56585.0,27.12,103.33,1952.2,2017.0,5.0,270.0,117.0,200.0
56586.0,27.21,103.43,1949.5,2017.0,5.0,268.0,127.0,212.0
56592.0,28.26,104.31,359.70000000000005,2017.0,5.0,306.0,178.0,198.0
56593.0,28.35,104.55,279.1,2017.0,5.0,316.0,188.0,186.0
56594.0,27.38,104.03,1035.0,2017.0,5.0,309.0,170.0,240.0
56595.0,27.25,104.52,1645.2,2017.0,5.0,260.0,115.0,211.0
56596.0,27.51,105.03,1177.2,2017.0,5.0,275.0,151.0,217.0
56598.0,27.08,104.44,1535.1000000000001,2017.0,5.0,271.0,140.0,192.0
56641.0,26.54,98.52,1189.7,2017.0,5.0,219.0,138.0,212.0
56643.0,25.52,98.51,949.9000000000001,2017.0,5.0,265.0,150.0,173.0
56645.0,26.25,99.25,2344.9,2017.0,5.0,202.0,51.0,235.0
56646.0,26.32,99.55,2191.4,2017.0,5.0,228.0,69.0,204.0
56649.0,26.06,99.58,2059.9,2017.0,5.0,250.0,82.0,207.0
56651.0,26.51,100.13,2380.9,2017.0,5.0,234.0,140.0,207.0
56652.0,26.41,100.45,2130.5,2017.0,5.0,261.0,81.0,207.0
56654.0,26.35,100.11,2195.4,2017.0,5.0,244.0,141.0,196.0
56664.0,26.38,101.16,1230.8000000000002,2017.0,5.0,347.0,166.0,185.0
56665.0,26.41,101.51,1140.3,2017.0,5.0,341.0,161.0,202.0
56666.0,26.35,101.43,1224.8,2017.0,5.0,337.0,182.0,176.0
56669.0,26.02,101.4,1589.4,2017.0,5.0,315.0,134.0,189.0
56670.0,26.55,102.07,1136.9,2017.0,5.0,341.0,156.0,197.0
56671.0,26.39,102.15,1787.3000000000002,2017.0,5.0,282.0,118.0,179.0
56673.0,26.55,102.55,893.9000000000001,2017.0,5.0,353.0,220.0,179.0
56674.0,26.3,101.44,1108.0,2017.0,5.0,350.0,181.0,188.0
56675.0,26.39,102.35,1694.5,2017.0,5.0,289.0,112.0,196.0
56684.0,26.24,103.15,2188.3,2017.0,5.0,256.0,110.0,169.0
56688.0,26.06,103.1,1254.1000000000001,2017.0,5.0,349.0,176.0,204.0
56691.0,26.52,104.17,2237.5,2017.0,5.0,233.0,99.0,158.0
56693.0,26.35,104.52,1815.9,2017.0,5.0,245.0,133.0,166.0
56697.0,26.13,104.05,1984.2,2017.0,5.0,265.0,136.0,180.0
56739.0,24.59,98.3,1695.9,2017.0,5.0,232.0,102.0,165.0
56742.0,25.53,99.22,1723.9,2017.0,5.0,261.0,86.0,218.0
56745.0,25.41,99.57,1626.1000000000001,2017.0,5.0,275.0,97.0,191.0
56746.0,25.28,99.31,1616.7,2017.0,5.0,262.0,87.0,195.0
56748.0,25.07,99.11,1652.2,2017.0,5.0,251.0,125.0,154.0
56751.0,25.42,100.11,1977.7,2017.0,5.0,254.0,95.0,185.0
56752.0,25.5,100.34,1438.7,2017.0,5.0,319.0,138.0,207.0
56755.0,25.23,100.24,1711.7,2017.0,5.0,268.0,139.0,161.0
56756.0,25.29,100.35,1992.9,2017.0,5.0,259.0,138.0,166.0
56757.0,25.16,100.17,1742.1000000000001,2017.0,5.0,272.0,123.0,184.0
56761.0,25.43,101.19,1878.1000000000001,2017.0,5.0,283.0,118.0,193.0
56763.0,25.44,101.52,1120.6000000000001,2017.0,5.0,357.0,178.0,200.0
56764.0,25.32,101.14,1873.5,2017.0,5.0,276.0,113.0,189.0
56766.0,25.18,101.31,1822.0,2017.0,5.0,283.0,114.0,187.0
56767.0,25.12,101.16,1905.4,2017.0,5.0,272.0,94.0,199.0
56768.0,25.02,101.33,1824.1000000000001,2017.0,5.0,273.0,127.0,149.0
56772.0,25.14,102.3,1692.7,2017.0,5.0,299.0,121.0,184.0
56774.0,25.19,102.15,1800.2,2017.0,5.0,298.0,111.0,187.0
56775.0,25.33,102.27,1750.9,2017.0,5.0,295.0,104.0,194.0
56777.0,25.07,102.06,1671.4,2017.0,5.0,293.0,99.0,199.0
56778.0,25.0,102.39,1888.1000000000001,2017.0,5.0,267.0,115.0,158.0
56781.0,25.33,103.16,1865.8000000000002,2017.0,5.0,286.0,110.0,181.0
56782.0,25.25,103.33,2067.1,2017.0,5.0,268.0,115.0,162.0
56783.0,25.3,103.48,1906.2,2017.0,5.0,283.0,141.0,154.0
56785.0,25.21,103.05,1915.7,2017.0,5.0,282.0,92.0,190.0
56786.0,25.35,103.5,1898.7,2017.0,5.0,279.0,119.0,164.0
56788.0,24.59,103.37,1857.6000000000001,2017.0,5.0,290.0,113.0,177.0
56790.0,25.41,104.15,1925.8000000000002,2017.0,5.0,261.0,113.0,176.0
56792.0,25.47,104.58,1649.4,2017.0,5.0,242.0,151.0,140.0
56793.0,25.43,104.28,1800.0,2017.0,5.0,261.0,121.0,159.0
56835.0,24.1,97.47,959.1,2017.0,5.0,301.0,170.0,170.0
56836.0,24.42,97.57,826.7,2017.0,5.0,291.0,170.0,170.0
56838.0,24.0,97.51,762.9000000000001,2017.0,5.0,312.0,187.0,165.0
56839.0,23.46,98.49,995.3000000000001,2017.0,5.0,307.0,163.0,187.0
56840.0,24.49,98.18,1012.9000000000001,2017.0,5.0,273.0,139.0,180.0
56841.0,24.36,98.41,1528.0,2017.0,5.0,233.0,111.0,174.0
56842.0,24.44,99.11,1471.2,2017.0,5.0,265.0,144.0,166.0
56843.0,24.5,99.37,1650.6000000000001,2017.0,5.0,255.0,94.0,187.0
56844.0,24.26,98.35,913.8000000000001,2017.0,5.0,286.0,168.0,163.0
56846.0,24.35,99.56,1569.0,2017.0,5.0,262.0,143.0,168.0
56849.0,24.02,99.14,1606.2,2017.0,5.0,251.0,161.0,130.0
56851.0,25.02,100.31,1377.2,2017.0,5.0,300.0,143.0,176.0
56854.0,24.27,100.08,1108.6000000000001,2017.0,5.0,309.0,156.0,177.0
56856.0,24.28,100.52,1162.3,2017.0,5.0,313.0,142.0,197.0
56862.0,24.41,101.36,1968.1000000000001,2017.0,5.0,262.0,138.0,129.0
56863.0,24.55,102.3,1893.4,2017.0,5.0,280.0,120.0,161.0
56867.0,23.59,101.07,1105.4,2017.0,5.0,329.0,137.0,209.0
56869.0,24.04,101.58,1497.5,2017.0,5.0,286.0,143.0,166.0
56870.0,24.39,102.11,1600.9,2017.0,5.0,291.0,113.0,183.0
56871.0,24.51,102.34,1979.2,2017.0,5.0,258.0,126.0,148.0
56872.0,24.57,102.37,2358.3,2017.0,5.0,247.0,109.0,140.0
56873.0,24.41,102.55,1796.3000000000002,2017.0,5.0,282.0,138.0,144.0
56875.0,24.2,102.33,1716.9,2017.0,5.0,279.0,155.0,169.0
56876.0,24.17,102.46,1731.1000000000001,2017.0,5.0,284.0,132.0,152.0
56878.0,24.08,102.45,1801.8000000000002,2017.0,5.0,273.0,136.0,152.0
56879.0,24.11,102.55,1702.6000000000001,2017.0,5.0,281.0,122.0,166.0
56880.0,24.55,103.1,1532.5,2017.0,5.0,310.0,122.0,188.0
56881.0,24.45,103.16,1695.8000000000002,2017.0,5.0,302.0,136.0,166.0
56882.0,24.55,102.5,1976.6000000000001,2017.0,5.0,264.0,138.0,134.0
56883.0,24.49,103.59,1900.9,2017.0,5.0,276.0,126.0,166.0
56885.0,24.24,103.27,1415.5,2017.0,5.0,327.0,136.0,191.0
56886.0,24.32,103.46,1704.3000000000002,2017.0,5.0,294.0,122.0,174.0
56889.0,24.03,104.1,1518.7,2017.0,5.0,308.0,171.0,154.0
56891.0,24.59,104.19,1482.7,2017.0,5.0,287.0,154.0,180.0
56898.0,24.11,102.24,1600.0,2017.0,5.0,286.0,116.0,191.0
56944.0,23.09,99.16,1278.3000000000002,2017.0,5.0,279.0,134.0,186.0
56946.0,23.33,99.24,1104.9,2017.0,5.0,296.0,163.0,175.0
56948.0,22.38,99.36,1155.0,2017.0,5.0,297.0,161.0,168.0
56949.0,22.19,99.36,1079.9,2017.0,5.0,324.0,158.0,194.0
56950.0,23.28,99.48,1044.1000000000001,2017.0,5.0,310.0,148.0,196.0
56951.0,23.53,100.05,1502.4,2017.0,5.0,276.0,132.0,181.0
56952.0,23.3,100.42,979.2,2017.0,5.0,320.0,152.0,195.0
56954.0,22.34,99.56,1054.8,2017.0,5.0,311.0,160.0,191.0
56958.0,21.58,100.28,1222.8,2017.0,5.0,303.0,138.0,207.0
56959.0,22.0,100.47,582.0,2017.0,5.0,379.0,192.0,198.0
56961.0,23.02,101.03,1336.9,2017.0,5.0,293.0,135.0,188.0
56962.0,23.25,101.4,1314.6000000000001,2017.0,5.0,308.0,142.0,203.0
56964.0,22.47,100.58,1302.1000000000001,2017.0,5.0,307.0,156.0,168.0
56966.0,23.36,101.59,400.90000000000003,2017.0,5.0,385.0,193.0,208.0
56969.0,21.28,101.34,633.4000000000001,2017.0,5.0,345.0,187.0,200.0
56970.0,23.42,102.29,1419.3000000000002,2017.0,5.0,304.0,168.0,164.0
56973.0,23.37,102.5,1309.3000000000002,2017.0,5.0,307.0,200.0,161.0
56975.0,23.22,102.26,974.5,2017.0,5.0,337.0,193.0,144.0
56976.0,23.13,102.51,312.3,2017.0,5.0,393.0,232.0,179.0
56977.0,22.35,101.51,1120.5,2017.0,5.0,314.0,162.0,185.0
56978.0,23.0,102.25,1642.8000000000002,2017.0,5.0,276.0,162.0,122.0
56982.0,23.42,103.17,1117.0,2017.0,5.0,326.0,188.0,161.0
56984.0,23.23,103.09,1720.5,2017.0,5.0,255.0,177.0,118.0
56985.0,23.26,103.19,1313.6000000000001,2017.0,5.0,302.0,191.0,141.0
56986.0,22.59,103.41,1414.1000000000001,2017.0,5.0,278.0,171.0,135.0
56987.0,22.47,103.14,1260.0,2017.0,5.0,280.0,175.0,126.0
56989.0,22.3,103.57,137.8,2017.0,5.0,330.0,238.0,131.0
56991.0,23.37,104.2,1561.1000000000001,2017.0,5.0,304.0,154.0,152.0
56992.0,23.27,104.42,1507.5,2017.0,5.0,265.0,168.0,157.0
56994.0,23.2,104.17,1293.5,2017.0,5.0,305.0,172.0,153.0
56995.0,23.02,104.25,1332.9,2017.0,5.0,274.0,177.0,142.0
56996.0,23.08,104.42,1093.4,2017.0,5.0,265.0,183.0,155.0
57001.0,34.45,105.2,1271.9,2017.0,5.0,273.0,81.0,237.0
57002.0,34.51,105.39,1216.1000000000001,2017.0,5.0,276.0,85.0,229.0
57003.0,34.54,106.5,924.2,2017.0,5.0,271.0,100.0,240.0
57004.0,34.44,104.53,1495.4,2017.0,5.0,264.0,77.0,215.0
57006.0,34.34,105.45,1149.8,2017.0,5.0,279.0,87.0,238.0
57007.0,34.11,105.11,1404.6000000000001,2017.0,5.0,257.0,72.0,237.0
57008.0,34.02,105.18,1579.0,2017.0,5.0,237.0,60.0,229.0
57011.0,34.45,106.09,1378.2,2017.0,5.0,271.0,60.0,254.0
57012.0,34.59,106.12,1664.5,2017.0,5.0,248.0,63.0,221.0
57014.0,34.34,105.52,1085.2,2017.0,5.0,288.0,84.0,242.0
57016.0,34.21,107.08,612.4,2017.0,5.0,287.0,142.0,233.0
57020.0,34.22,107.24,563.0,2017.0,5.0,288.0,129.0,240.0
57021.0,34.39,107.08,751.6,2017.0,5.0,290.0,91.0,281.0
57022.0,34.41,107.47,1026.3,2017.0,5.0,272.0,75.0,266.0
57023.0,35.01,108.07,919.9000000000001,2017.0,5.0,278.0,112.0,251.0
57024.0,34.27,107.39,669.6,2017.0,5.0,276.0,103.0,241.0
57025.0,34.31,107.23,781.1,2017.0,5.0,270.0,100.0,225.0
57026.0,34.22,107.53,585.9,2017.0,5.0,288.0,127.0,213.0
57027.0,34.18,107.44,490.8,2017.0,5.0,288.0,140.0,211.0
57028.0,34.02,107.19,1543.6000000000001,2017.0,5.0,247.0,53.0,245.0
57029.0,34.3,108.29,543.2,2017.0,5.0,306.0,127.0,228.0
57030.0,34.42,108.09,994.6,2017.0,5.0,266.0,139.0,186.0
57031.0,34.49,108.33,1012.7,2017.0,5.0,274.0,119.0,236.0
57032.0,34.08,108.12,436.0,2017.0,5.0,299.0,141.0,226.0
57033.0,34.33,108.49,428.1,2017.0,5.0,291.0,148.0,228.0
57034.0,34.19,108.14,471.0,2017.0,5.0,293.0,128.0,236.0
57035.0,34.33,108.14,636.8000000000001,2017.0,5.0,301.0,154.0,242.0
57037.0,34.56,108.59,710.0,2017.0,5.0,293.0,155.0,199.0
57038.0,34.17,108.27,410.90000000000003,2017.0,5.0,311.0,154.0,211.0
57039.0,34.05,108.53,445.0,2017.0,5.0,311.0,161.0,231.0
57040.0,34.33,109.04,385.0,2017.0,5.0,303.0,176.0,221.0
57041.0,34.38,108.55,424.0,2017.0,5.0,308.0,174.0,203.0
57042.0,34.47,109.11,470.90000000000003,2017.0,5.0,293.0,176.0,224.0
57043.0,34.48,109.58,351.40000000000003,2017.0,5.0,316.0,147.0,230.0
57044.0,34.24,109.14,424.5,2017.0,5.0,309.0,155.0,228.0
57045.0,34.24,109.29,640.8000000000001,2017.0,5.0,281.0,171.0,178.0
57046.0,34.29,110.05,2064.9,2017.0,5.0,175.0,114.0,122.0
57047.0,34.1,109.19,540.2,2017.0,5.0,315.0,139.0,246.0
57048.0,34.24,108.43,472.8,2017.0,5.0,299.0,153.0,228.0
57049.0,34.31,109.44,341.5,2017.0,5.0,309.0,155.0,233.0
57051.0,34.48,111.12,409.90000000000003,2017.0,5.0,292.0,206.0,200.0
57052.0,34.53,110.27,354.1,2017.0,5.0,305.0,143.0,204.0
57053.0,34.42,110.43,505.70000000000005,2017.0,5.0,283.0,165.0,254.0
57054.0,34.33,110.14,556.3000000000001,2017.0,5.0,300.0,184.0,179.0
57055.0,34.36,110.08,342.1,2017.0,5.0,304.0,181.0,235.0
57056.0,34.32,110.51,484.5,2017.0,5.0,297.0,167.0,190.0
57057.0,34.06,110.09,963.4000000000001,2017.0,5.0,270.0,132.0,235.0
57060.0,35.1,111.14,402.90000000000003,2017.0,5.0,292.0,162.0,240.0
57061.0,34.5,111.12,410.70000000000005,2017.0,5.0,292.0,206.0,222.0
57063.0,34.46,111.46,523.6,2017.0,5.0,264.0,188.0,233.0
57065.0,34.33,112.08,317.5,2017.0,5.0,281.0,187.0,208.0
57066.0,34.24,111.4,408.20000000000005,2017.0,5.0,281.0,160.0,219.0
57067.0,34.05,111.04,658.5,2017.0,5.0,267.0,138.0,237.0
57070.0,34.44,112.07,364.0,2017.0,5.0,272.0,193.0,211.0
57071.0,34.48,112.28,329.1,2017.0,5.0,268.0,189.0,191.0
57072.0,34.55,112.45,127.5,2017.0,5.0,277.0,183.0,225.0
57074.0,34.25,112.24,252.20000000000002,2017.0,5.0,290.0,168.0,266.0
57075.0,34.1,112.52,203.10000000000002,2017.0,5.0,284.0,190.0,222.0
57076.0,34.44,112.47,189.5,2017.0,5.0,287.0,214.0,195.0
57077.0,33.47,111.39,742.4000000000001,2017.0,5.0,249.0,131.0,232.0
57078.0,34.09,112.28,336.5,2017.0,5.0,274.0,167.0,216.0
57079.0,34.57,113.02,106.4,2017.0,5.0,273.0,196.0,199.0
57080.0,34.44,112.58,165.20000000000002,2017.0,5.0,286.0,217.0,203.0
57081.0,34.48,113.26,140.9,2017.0,5.0,277.0,208.0,210.0
57082.0,34.28,113.01,427.1,2017.0,5.0,267.0,196.0,181.0
57083.0,34.43,113.39,110.4,2017.0,5.0,275.0,206.0,211.0
57084.0,34.3,113.03,1178.4,2017.0,5.0,219.0,135.0,146.0
57085.0,34.32,113.2,259.90000000000003,2017.0,5.0,272.0,196.0,208.0
57086.0,34.23,113.43,116.60000000000001,2017.0,5.0,274.0,199.0,187.0
57087.0,34.16,113.44,104.10000000000001,2017.0,5.0,270.0,187.0,203.0
57088.0,34.11,113.3,146.0,2017.0,5.0,274.0,205.0,190.0
57089.0,34.04,113.56,67.2,2017.0,5.0,267.0,164.0,206.0
57090.0,34.43,113.58,78.10000000000001,2017.0,5.0,276.0,189.0,177.0
57091.0,34.47,114.18,73.7,2017.0,5.0,269.0,182.0,159.0
57093.0,34.51,114.49,73.3,2017.0,5.0,271.0,172.0,166.0
57094.0,34.24,114.13,67.4,2017.0,5.0,273.0,181.0,184.0
57095.0,34.07,114.09,61.1,2017.0,5.0,272.0,159.0,206.0
57096.0,34.32,114.47,59.7,2017.0,5.0,278.0,180.0,175.0
57098.0,34.05,114.24,58.300000000000004,2017.0,5.0,274.0,163.0,194.0
57099.0,34.04,114.51,52.6,2017.0,5.0,292.0,175.0,174.0
57102.0,33.45,105.43,970.0,2017.0,5.0,275.0,76.0,236.0
57105.0,33.2,105.36,1221.2,2017.0,5.0,256.0,59.0,234.0
57106.0,33.19,106.09,794.2,2017.0,5.0,284.0,103.0,224.0
57110.0,33.47,106.05,930.8000000000001,2017.0,5.0,287.0,79.0,251.0
57111.0,33.55,106.18,961.4000000000001,2017.0,5.0,296.0,80.0,252.0
57113.0,33.56,106.33,984.0,2017.0,5.0,293.0,83.0,254.0
57119.0,33.1,106.42,548.1,2017.0,5.0,298.0,145.0,179.0
57123.0,34.17,108.04,506.0,2017.0,5.0,290.0,136.0,217.0
57124.0,33.38,106.56,1032.1000000000001,2017.0,5.0,266.0,72.0,249.0
57126.0,33.13,107.33,468.6,2017.0,5.0,315.0,142.0,190.0
57127.0,33.04,107.02,509.5,2017.0,5.0,303.0,170.0,157.0
57128.0,33.1,107.2,486.40000000000003,2017.0,5.0,310.0,141.0,177.0
57129.0,32.59,107.43,446.0,2017.0,5.0,316.0,159.0,194.0
57131.0,34.26,108.58,410.0,2017.0,5.0,298.0,178.0,189.0
57132.0,34.08,108.35,411.0,2017.0,5.0,301.0,148.0,225.0
57134.0,33.31,107.59,827.2,2017.0,5.0,288.0,115.0,220.0
57137.0,33.19,108.19,802.4000000000001,2017.0,5.0,282.0,102.0,217.0
57140.0,33.4,109.07,818.2,2017.0,5.0,281.0,115.0,263.0
57143.0,33.52,109.58,742.2,2017.0,5.0,284.0,157.0,239.0
57144.0,33.26,109.09,693.7,2017.0,5.0,302.0,126.0,236.0
57153.0,33.42,110.2,639.0,2017.0,5.0,284.0,156.0,240.0
